"ENTREZID","SYMBOL"
"10474","TADA3"
"57407","NMRAL1"
"84441","MAML2"
"22955","SCMH1"
"8601","RGS20"
"8329","HIST1H2AI"
"64084","CLSTN2"
"5894","RAF1"
"144203","OVOS2"
"64137","ABCG4"
"9960","USP3"
"3854","KRT6B"
"2647","BLOC1S1"
"729440","CCDC61"
"590","BCHE"
"9322","TRIP10"
"27199","OXGR1"
"9837","GINS1"
"6710","SPTB"
"27350","APOBEC3C"
"960","CD44"
"9570","GOSR2"
"158747","MOSPD2"
"2740","GLP1R"
"84838","ZNF496"
"26287","ANKRD2"
"26050","SLITRK5"
"9509","ADAMTS2"
"387700","SLC16A12"
"79823","CAMKMT"
"25879","DCAF13"
"51275","MAPKAPK5-AS1"
"134353","LSM11"
"55759","WDR12"
"79050","NOC4L"
"59336","PRDM13"
"259307","IL4I1"
"257397","TAB3"
"23762","OSBP2"
"7155","TOP2B"
"51098","IFT52"
"6010","RHO"
"11131","CAPN11"
"387778","SPDYC"
"342897","NCCRP1"
"124817","CNTD1"
"4216","MAP3K4"
"460","ASTN1"
"2919","CXCL1"
"57733","GBA3"
"8808","IL1RL2"
"388323","GLTPD2"
"55130","ARMC4"
"165679","SPTSSB"
"2959","GTF2B"
"4709","NDUFB3"
"283748","PLA2G4D"
"84700","MYO18B"
"51350","KRT76"
"80205","CHD9"
"128368","OR10Z1"
"57479","PRR12"
"401508","FAM74A4"
"57119","EPPIN"
"3959","LGALS3BP"
"100288470","REXO1L11P"
"729767","CEACAM18"
"374920","ZSWIM9"
"653437","AQP12B"
"221981","THSD7A"
"154791","FMC1"
"399512","SLC25A35"
"124245","ZC3H18"
"5243","ABCB1"
"6758","SSX5"
"10873","ME3"
"283130","SLC25A45"
"79654","HECTD3"
"7266","DNAJC7"
"2049","EPHB3"
"146439","BICDL2"
"4332","MNDA"
"51503","CWC15"
"348654","GEN1"
"79848","CSPP1"
"153770","PLAC8L1"
"9380","GRHPR"
"83463","MXD3"
"7057","THBS1"
"7332","UBE2L3"
"11178","LZTS1"
"660","BMX"
"59","ACTA2"
"196","AHR"
"51236","HGH1"
"8577","TMEFF1"
"127062","OR2M3"
"285622","NBPF22P"
"11230","PRAF2"
"80179","MYO19"
"23358","USP24"
"130617","ZFAND2B"
"761","CA3"
"80820","EEPD1"
"285513","GPRIN3"
"283576","ZDHHC22"
"23174","ZCCHC14"
"541466","CT45A1"
"54471","MIEF1"
"129642","MBOAT2"
"123872","DNAAF1"
"5171","PDR"
"204962","SLC44A5"
"3231","HOXD1"
"84167","C19orf44"
"11120","BTN2A1"
"1490","CTGF"
"545","ATR"
"29984","RHOD"
"55051","NRDE2"
"84629","TNRC18"
"1417","CRYBB3"
"6523","SLC5A1"
"83887","TTLL2"
"387694","SH2D4B"
"81532","MOB2"
"57035","RSRP1"
"338707","B4GALNT4"
"2057","EPOR"
"55116","TMEM39B"
"3263","HPX"
"7991","TUSC3"
"1534","CYB561"
"93953","GCNA"
"51619","UBE2D4"
"131870","NUDT16"
"11020","IFT27"
"53829","P2RY13"
"79074","C2orf49"
"8325","FZD8"
"23150","FRMD4B"
"9020","MAP3K14"
"148753","FAM163A"
"81539","SLC38A1"
"337975","KRTAP20-1"
"2637","GBX2"
"79567","RIPOR1"
"79585","CORO7"
"256646","NUTM1"
"55690","PACS1"
"11041","B4GAT1"
"84969","TOX2"
"79641","ROGDI"
"3312","HSPA8"
"4719","NDUFS1"
"51077","FCF1"
"285641","SLC36A3"
"127534","GJB4"
"5621","PRNP"
"132724","TMPRSS11B"
"55195","CCDC198"
"57148","RALGAPB"
"641654","HEPN1"
"6249","CLIP1"
"11113","CIT"
"7773","ZNF230"
"117189","GRDX"
"728419","USP17L30"
"6781","STC1"
"10010","TANK"
"1524","CX3CR1"
"5105","PCK1"
"284439","SLC25A42"
"4676","NAP1L4"
"1038","CDR1"
"27190","IL17B"
"25992","SNED1"
"342979","PALM3"
"51141","INSIG2"
"84269","CHCHD5"
"4693","NDP"
"4440","MSI1"
"321","APBA2"
"144809","FAM216B"
"6991","TCTE3"
"283598","C14orf177"
"143502","OR52I2"
"51367","POP5"
"245936","DEFB123"
"1442","CSH1"
"79736","TEFM"
"6705","SPRR2F"
"523","ATP6V1A"
"84172","POLR1B"
"11331","PHB2"
"55226","NAT10"
"9595","CYTIP"
"10594","PRPF8"
"26531","OR11A1"
"26871","RNU1-1"
"2140","EYA3"
"64403","CDH24"
"91300","R3HDM4"
"5869","RAB5B"
"6590","SLPI"
"59342","SCPEP1"
"55794","DDX28"
"84961","FBXL20"
"256148","OR4S1"
"80005","DOCK5"
"2205","FCER1A"
"100131897","FAM196B"
"85316","BAGE5"
"3861","KRT14"
"56967","C14orf132"
"6492","SIM1"
"57213","SPRYD7"
"8621","CDK13"
"134359","POC5"
"3135","HLA-G"
"55208","DCUN1D2"
"5705","PSMC5"
"135927","LLCFC1"
"266697","POM121L4P"
"1497","CTNS"
"53615","MBD3"
"29889","GNL2"
"138429","PIP5KL1"
"5376","PMP22"
"2868","GRK4"
"25998","IBTK"
"348801","LNP1"
"10529","NEBL"
"4097","MAFG"
"26150","RIBC2"
"90693","CCDC126"
"1398","CRK"
"149465","CFAP57"
"6173","RPL36A"
"6555","SLC10A2"
"80017","DGLUCY"
"2121","EVC"
"4801","NFYB"
"26258","BLOC1S6"
"27294","DHDH"
"2124","EVI2B"
"388585","HES5"
"284417","TMEM150B"
"388931","MFSD2B"
"135295","SRSF12"
"10376","TUBA1B"
"7082","TJP1"
"55716","LMBR1L"
"8676","STX11"
"26018","LRIG1"
"220074","LRTOMT"
"3481","IGF2"
"23305","ACSL6"
"8048","CSRP3"
"128360","OR10T2"
"254187","TSGA10IP"
"1557","CYP2C19"
"79077","DCTPP1"
"79621","RNASEH2B"
"285367","RPUSD3"
"347","APOD"
"6234","RPS28"
"83932","SPRTN"
"162466","PHOSPHO1"
"11137","PWP1"
"5921","RASA1"
"7369","UMOD"
"119710","C11orf74"
"5045","FURIN"
"8892","EIF2B2"
"84326","METTL26"
"56938","ARNTL2"
"342184","FMN1"
"23410","SIRT3"
"57696","DDX55"
"51738","GHRL"
"26740","OR1J2"
"55236","UBA6"
"9646","CTR9"
"219927","MRPL21"
"80222","TARS2"
"79886","CAAP1"
"4718","NDUFC2"
"6598","SMARCB1"
"84671","ZNF347"
"391195","OR2T33"
"124491","TMEM170A"
"3221","HOXC4"
"55248","TMEM206"
"57151","LYZL6"
"340260","UNCX"
"4738","NEDD8"
"23511","NUP188"
"4495","MT1G"
"100132463","CLDN24"
"51265","CDKL3"
"85366","MYLK2"
"131544","CRYBG3"
"283459","GATC"
"7475","WNT6"
"10128","LRPPRC"
"23107","MRPS27"
"4201","MEA1"
"23239","PHLPP1"
"84750","FUT10"
"7345","UCHL1"
"8224","SYN3"
"81797","OR12D3"
"29942","PURG"
"9138","ARHGEF1"
"401138","AMTN"
"58533","SNX6"
"23437","TRS-AGA2-3"
"253314","EIF4E1B"
"120406","NXPE2"
"7075","TIE1"
"221301","CALHM4"
"7479","WNT8B"
"29103","DNAJC15"
"23601","CLEC5A"
"23080","AVL9"
"9541","CIR1"
"695","BTK"
"81844","TRIM56"
"152816","ODAPH"
"79159","NOL12"
"285220","EPHA6"
"81034","SLC25A32"
"4536","ND2"
"653820","FAM72B"
"54674","LRRN3"
"1677","DFFB"
"55352","COPRS"
"23514","SPIDR"
"259308","FAM205A"
"728464","METTL24"
"63978","PRDM14"
"2303","FOXC2"
"3107","HLA-C"
"9868","TOMM70"
"124626","ZPBP2"
"3956","LGALS1"
"53340","SPA17"
"342908","ZNF404"
"27293","SMPDL3B"
"775","CACNA1C"
"79295","OR5H6"
"85451","UNK"
"79630","C1orf54"
"5307","PITX1"
"51314","NME8"
"9331","B4GALT6"
"2113","ETS1"
"154141","MBOAT1"
"642658","SCX"
"147172","LRRC37BP1"
"129303","TMEM150A"
"1267","CNP"
"51667","NUB1"
"56341","PRMT8"
"1143","CHRNB4"
"471","ATIC"
"1207","CLNS1A"
"165918","RNF168"
"85440","DOCK7"
"5860","QDPR"
"219428","OR4C16"
"386597","RNF144A-AS1"
"59286","UBL5"
"148479","PHF13"
"162282","ANKFN1"
"154881","KCTD7"
"23208","SYT11"
"154","ADRB2"
"10491","CRTAP"
"7321","UBE2D1"
"7482","WNT2B"
"9454","HOMER3"
"3554","IL1R1"
"80144","FRAS1"
"26038","CHD5"
"100533105","C8orf44-SGK3"
"10771","ZMYND11"
"79626","TNFAIP8L2"
"112483","SAT2"
"79581","SLC52A2"
"51480","VCX2"
"610","HCN2"
"642","BLMH"
"343637","RSPO4"
"59341","TRPV4"
"84970","C1orf94"
"353135","LCE1E"
"51329","ARL6IP4"
"389293","ISCA1P1"
"7353","UFD1"
"55937","APOM"
"4502","MT2A"
"4714","NDUFB8"
"64409","GALNT17"
"28952","CCDC22"
"284306","ZNF547"
"80725","SRCIN1"
"400579","LINC02076"
"23037","PDZD2"
"9516","LITAF"
"7260","EIPR1"
"816","CAMK2B"
"85446","ZFHX2"
"84689","MS4A14"
"11202","KLK8"
"79188","TMEM43"
"9397","NMT2"
"114821","ZBED9"
"116328","C8orf34"
"54902","TTC19"
"114971","PTPMT1"
"7786","MAP3K12"
"2898","GRIK2"
"10578","GNLY"
"2128","EVX1"
"55704","CCDC88A"
"55565","ZNF821"
"22980","TCF25"
"50808","AK3"
"339366","ADAMTSL5"
"644540","ELOCP3"
"3167","HMX2"
"54886","PLPPR1"
"8000","PSCA"
"9442","MED27"
"5126","PCSK2"
"1843","DUSP1"
"159296","NKX2-3"
"162962","ZNF836"
"54858","PGPEP1"
"65980","BRD9"
"2263","FGFR2"
"5657","PRTN3"
"1857","DVL3"
"55156","ARMC1"
"100141515","C17orf99"
"57451","TENM2"
"23276","KLHL18"
"6635","SNRPE"
"677768","SCARNA13"
"1269","CNR2"
"136288","C7orf57"
"5594","MAPK1"
"8801","SUCLG2"
"84636","GPR174"
"79838","TMC5"
"286257","PAXX"
"6917","TCEA1"
"730249","ACOD1"
"56986","DTWD1"
"3755","KCNG1"
"84868","HAVCR2"
"23550","PSD4"
"3716","JAK1"
"3745","KCNB1"
"55813","UTP6"
"9287","TAAR2"
"80243","PREX2"
"10663","CXCR6"
"79853","TM4SF20"
"7866","IFRD2"
"100287178","USP17L11"
"131669","UROC1"
"100131244","ANKRD63"
"4978","OPCML"
"51760","SYT17"
"9262","STK17B"
"9024","BRSK2"
"644943","RASSF10"
"537","ATP6AP1"
"653583","PHLDB3"
"387082","SUMO4"
"5352","PLOD2"
"9971","NR1H4"
"391194","OR2M2"
"200014","CC2D1B"
"23553","HYAL4"
"353133","LCE1C"
"9562","MINPP1"
"65003","MRPL11"
"8448","DOC2A"
"6373","CXCL11"
"102","ADAM10"
"390999","PRAMEF12"
"11022","TDRKH"
"3913","LAMB2"
"9887","SMG7"
"57761","TRIB3"
"399814","C10orf120"
"23438","HARS2"
"361","AQP4"
"8856","NR1I2"
"285527","FRYL"
"5334","PLCL1"
"10343","PKDREJ"
"92689","FAM114A1"
"23185","LARP4B"
"29094","LGALSL"
"1277","COL1A1"
"7515","XRCC1"
"27091","CACNG5"
"10428","CFDP1"
"2719","GPC3"
"348995","NUP43"
"7251","TSG101"
"649","BMP1"
"654463","FER1L6"
"729416","RPLP1P6"
"64419","MTMR14"
"51538","ZCCHC17"
"56895","AGPAT4"
"64710","NUCKS1"
"282775","OR5J2"
"10379","IRF9"
"1373","CPS1"
"7113","TMPRSS2"
"4853","NOTCH2"
"9767","JADE3"
"80772","CPTP"
"84570","COL25A1"
"342372","PKD1L3"
"55658","RNF126"
"9236","CCPG1"
"390144","OR5D16"
"55254","TMEM39A"
"140893","RBBP8NL"
"3383","ICAM1"
"6066","RNU2-1"
"158293","FAM120AOS"
"23772","CSF2RBP1"
"1371","CPOX"
"7884","SLBP"
"56656","OR2S2"
"4184","SMCP"
"340017","LINC02433"
"149420","PDIK1L"
"84272","YIPF4"
"91661","ZNF765"
"149041","RC3H1"
"7770","ZNF227"
"84309","NUDT16L1"
"396","ARHGDIA"
"56033","BARX1"
"641700","ECSCR"
"390151","OR8H2"
"81570","CLPB"
"84243","ZDHHC18"
"939","CD27"
"6903","TBCC"
"9956","HS3ST2"
"5148","PDE6G"
"55765","C1orf106"
"283768","GOLGA8G"
"6259","RYK"
"85414","SLC45A3"
"51514","DTL"
"5198","PFAS"
"126961","HIST2H3C"
"388951","TSPYL6"
"26286","ARFGAP3"
"114897","C1QTNF1"
"90865","IL33"
"54839","LRRC49"
"8675","STX16"
"84176","MYH16"
"5191","PEX7"
"138199","CARNMT1"
"1810","DR1"
"6039","RNASE6"
"84107","ZIC4"
"4967","OGDH"
"51263","MRPL30"
"92703","TMEM183A"
"27291","R3HCC1L"
"151242","PPP1R1C"
"130074","FAM168B"
"339855","KY"
"8672","EIF4G3"
"2158","F9"
"83541","FAM110A"
"58164","RBPJP3"
"10426","TUBGCP3"
"8924","HERC2"
"6993","DYNLT1"
"868","CBLB"
"3663","IRF5"
"284254","DYNAP"
"79136","LY6G6E"
"90594","ZNF439"
"5577","PRKAR2B"
"399670","RPL13AP17"
"29093","MRPL22"
"116154","PHACTR3"
"7556","ZNF10"
"4852","NPY"
"23090","ZNF423"
"84939","MUM1"
"51816","ADA2"
"1","A1BG"
"9076","CLDN1"
"57585","CRAMP1"
"1071","CETP"
"27079","RPUSD2"
"157869","SBSPON"
"80228","ORAI2"
"3111","HLA-DOA"
"92340","PRR29"
"80219","COQ10B"
"22884","WDR37"
"6396","SEC13"
"90135","BTBD6"
"7705","ZNF146"
"134526","ACOT12"
"29893","PSMC3IP"
"23671","TMEFF2"
"11027","LILRA2"
"5968","REG1B"
"1485","CTAG1B"
"26811","SNORD55"
"23247","KIAA0556"
"6569","SLC34A1"
"23363","OBSL1"
"2018","EMX2"
"4591","TRIM37"
"3988","LIPA"
"54145","H2BFS"
"5226","PGD"
"3270","HRC"
"353144","LCE3C"
"8125","ANP32A"
"348158","ACSM2B"
"340061","TMEM173"
"441531","PGAM4"
"100131713","RPL29P11"
"10971","YWHAQ"
"8697","CDC23"
"116969","ART5"
"29844","TFPT"
"390790","ARL5C"
"27333","GOLIM4"
"388611","CD164L2"
"10849","CD3EAP"
"387856","CCDC184"
"81671","VMP1"
"4841","NONO"
"57679","ALS2"
"55197","RPRD1A"
"23129","PLXND1"
"196410","METTL7B"
"221547","RANP1"
"51479","ANKFY1"
"26472","PPP1R14B"
"131965","METTL6"
"92129","RIPPLY1"
"10659","CELF2"
"22866","CNKSR2"
"7163","TPD52"
"4604","MYBPC1"
"3455","IFNAR2"
"84530","SRRM4"
"5427","POLE2"
"85294","KRTAP2-4"
"83699","SH3BGRL2"
"5104","SERPINA5"
"51030","TVP23B"
"387990","TOMM20L"
"8554","PIAS1"
"8655","DYNLL1"
"3068","HDGF"
"2199","FBLN2"
"138162","C9orf116"
"9535","GMFG"
"145748","LYSMD4"
"100996631","TCP11X1"
"152559","PAQR3"
"386679","KRTAP10-2"
"343099","CCDC18"
"219541","MED19"
"8365","HIST1H4H"
"64375","IKZF4"
"2903","GRIN2A"
"84166","NLRC5"
"8995","TNFSF18"
"201181","ZNF385C"
"23683","PRKD3"
"284161","GDPD1"
"5298","PI4KB"
"6696","SPP1"
"57623","ZFAT"
"23171","GPD1L"
"51213","LUZP4"
"440387","CTRB2"
"3718","JAK3"
"8131","NPRL3"
"88","ACTN2"
"30845","EHD3"
"79075","DSCC1"
"25759","SHC2"
"79998","ANKRD53"
"11141","IL1RAPL1"
"132","ADK"
"25941","TPGS2"
"29099","COMMD9"
"284532","OR14A16"
"401260","LINC00951"
"266977","ADGRF1"
"4603","MYBL1"
"84226","C2orf16"
"389658","ALKAL1"
"284412","LOC284412"
"55603","FAM46A"
"5160","PDHA1"
"55601","DDX60"
"158835","AWAT2"
"5774","PTPN3"
"81327","OR4A16"
"23194","FBXL7"
"57716","PRX"
"5165","PDK3"
"219793","TBATA"
"112937","GLB1L3"
"5524","PTPA"
"3806","KIR2DS1"
"2301","FOXE3"
"10164","CHST4"
"400629","TEX19"
"9197","SLC33A1"
"90592","ZNF700"
"6834","SURF1"
"54876","DCAF16"
"113451","AZIN2"
"7109","TRAPPC10"
"57532","NUFIP2"
"9871","SEC24D"
"353","APRT"
"280657","SSX6"
"199745","THAP8"
"57611","ISLR2"
"55967","NDUFA12"
"6584","SLC22A5"
"5793","PTPRG"
"55330","BLOC1S4"
"1906","EDN1"
"4701","NDUFA7"
"7690","ZNF131"
"55757","UGGT2"
"23443","SLC35A3"
"83657","DYNLRB2"
"279","AMY2A"
"253190","SERHL2"
"271","AMPD2"
"343066","AADACL4"
"84647","PLA2G12B"
"55161","TMEM33"
"115361","GBP4"
"2244","FGB"
"83986","FAM234A"
"8633","UNC5C"
"144577","C12orf66"
"57604","KIAA1456"
"4245","MGAT1"
"286223","C9orf47"
"54567","DLL4"
"4218","RAB8A"
"115560","ZNF501"
"81854","ZNF205-AS1"
"643224","TUBBP5"
"163051","ZNF709"
"1107","CHD3"
"286102","TMED10P1"
"22845","DOLK"
"58513","EPS15L1"
"90956","ADCK2"
"1475","CSTA"
"118987","PDZD8"
"56257","MEPCE"
"116179","TGM7"
"390113","OR4X1"
"7503","XIST"
"84300","UQCC2"
"3502","IGHG3"
"163126","EID2"
"23015","GOLGA8A"
"26696","OR2T1"
"10848","PPP1R13L"
"11096","ADAMTS5"
"6877","TAF5"
"29072","SETD2"
"57646","USP28"
"8836","GGH"
"51332","SPTBN5"
"55334","SLC39A9"
"51372","TMA7"
"10159","ATP6AP2"
"7132","TNFRSF1A"
"55300","PI4K2B"
"342132","ZNF774"
"54994","GID8"
"197350","CASP16P"
"150165","XKR3"
"553","AVPR1B"
"285973","ATG9B"
"56897","WRNIP1"
"79258","MMEL1"
"7185","TRAF1"
"23221","RHOBTB2"
"29964","PRICKLE4"
"22883","CLSTN1"
"2828","GPR4"
"148398","SAMD11"
"10613","ERLIN1"
"196549","EEF1DP3"
"84162","KIAA1109"
"26519","TIMM10"
"171558","PTCRA"
"9534","ZNF254"
"643812","KRTAP27-1"
"7571","ZNF23"
"10667","FARS2"
"84159","ARID5B"
"2847","MCHR1"
"22872","SEC31A"
"4628","MYH10"
"150468","CKAP2L"
"9969","MED13"
"11184","MAP4K1"
"26952","SMR3A"
"1951","CELSR3"
"55806","HR"
"27314","RAB30"
"441058","LINC01667"
"140947","DCANP1"
"25794","FSCN2"
"285588","EFCAB9"
"84142","ABRAXAS1"
"373509","USP50"
"9051","PSTPIP1"
"5288","PIK3C2G"
"377841","ENTPD8"
"163059","ZNF433"
"144245","ALG10B"
"9753","ZSCAN12"
"337960","KRTAP13-3"
"7574","ZNF26"
"64399","HHIP"
"9315","NREP"
"374393","FAM111B"
"8887","TAX1BP1"
"90736","FAM104B"
"84775","ZNF607"
"128077","LIX1L"
"4778","NFE2"
"24138","IFIT5"
"7015","TERT"
"4790","NFKB1"
"3840","KPNA4"
"84315","MON1A"
"9500","MAGED1"
"55631","LRRC40"
"253650","ANKRD18A"
"27006","FGF22"
"25907","TMEM158"
"51499","TRIAP1"
"4915","NTRK2"
"5871","MAP4K2"
"286527","TMSB15B"
"6440","SFTPC"
"8153","RND2"
"81603","TRIM8"
"9371","KIF3B"
"4632","MYL1"
"64105","CENPK"
"5836","PYGL"
"6399","TRAPPC2"
"55758","RCOR3"
"84947","SERAC1"
"57689","LRRC4C"
"343172","OR2T8"
"55177","RMDN3"
"6564","SLC15A1"
"23648","SSBP3"
"10981","RAB32"
"3786","KCNQ3"
"11130","ZWINT"
"641517","DEFB109B"
"267004","PGBD3"
"81491","GPR63"
"7448","VTN"
"388591","RNF207"
"51270","TFDP3"
"7025","NR2F1"
"3804","KIR2DL3"
"146279","TEKT5"
"11211","FZD10"
"131616","TMEM42"
"10891","PPARGC1A"
"285498","RNF212"
"221656","KDM1B"
"4800","NFYA"
"4904","YBX1"
"392862","GRID2IP"
"81610","FAM83D"
"203430","RTL3"
"1418","CRYGA"
"7919","DDX39B"
"2250","FGF5"
"23779","ARHGAP8"
"2831","NPBWR1"
"7366","UGT2B15"
"4689","NCF4"
"22894","DIS3"
"5286","PIK3C2A"
"9355","LHX2"
"55280","CWF19L1"
"3310","HSPA6"
"23423","TMED3"
"10558","SPTLC1"
"345651","ACTBL2"
"257","ALX3"
"4726","NDUFS6"
"349565","NMNAT3"
"401478","LOC401478"
"23070","CMTR1"
"79640","C22orf46"
"9372","ZFYVE9"
"123970","C16orf78"
"54919","DNAAF5"
"129868","TRIM43"
"57521","RPTOR"
"7727","ZNF174"
"92949","ADAMTSL1"
"79689","STEAP4"
"2913","GRM3"
"728776","HMGN1P37"
"3797","KIF3C"
"339967","TMPRSS11A"
"207","AKT1"
"219402","MTIF3"
"100132247","NPIPB5"
"84215","ZNF541"
"54069","MIS18A"
"51649","MRPS23"
"23569","PADI4"
"9643","MORF4L2"
"219771","CCNY"
"54465","ETAA1"
"4100","MAGEA1"
"100124700","HOTAIR"
"8399","PLA2G10"
"342666","LRRC37A11P"
"728340","GTF2H2C"
"1263","PLK3"
"28969","BZW2"
"219833","C11orf45"
"10799","RPP40"
"644672","CLDN25"
"4261","CIITA"
"50839","TAS2R10"
"440993","MIR570HG"
"11171","STRAP"
"84061","MAGT1"
"388695","LYSMD1"
"55975","KLHL7"
"54059","YBEY"
"441631","TSPAN11"
"7532","YWHAG"
"84897","TBRG1"
"10071","MUC12"
"57510","XPO5"
"374308","PTCHD3"
"2785","GNG3"
"80760","ITIH5"
"1024","CDK8"
"4194","MDM4"
"10229","COQ7"
"25792","CIZ1"
"257313","UTS2B"
"79693","YRDC"
"7077","TIMP2"
"1140","CHRNB1"
"340146","SLC35D3"
"5685","PSMA4"
"8036","SHOC2"
"23476","BRD4"
"6385","SDC4"
"121053","C12orf45"
"6817","SULT1A1"
"51326","ARL17A"
"10121","ACTR1A"
"83844","USP26"
"147741","ZNF560"
"4854","NOTCH3"
"376497","SLC27A1"
"114881","OSBPL7"
"197358","NLRC3"
"221191","PRSS54"
"84002","B3GNT5"
"10900","RUNDC3A"
"23207","PLEKHM2"
"255308","LOC255308"
"170679","PSORS1C1"
"10444","ZER1"
"10540","DCTN2"
"5741","PTH"
"51557","LGSN"
"9246","UBE2L6"
"3753","KCNE1"
"9038","TAAR5"
"3483","IGFALS"
"84440","RAB11FIP4"
"23158","TBC1D9"
"55735","DNAJC11"
"497661","C18orf32"
"80233","FAAP100"
"100129271","C1orf68"
"5034","P4HB"
"6641","SNTB1"
"5504","PPP1R2"
"163720","CYP4Z2P"
"84105","PCBD2"
"11136","SLC7A9"
"834","CASP1"
"83416","FCRL5"
"7141","TNP1"
"440295","GOLGA6L9"
"54437","SEMA5B"
"64174","DPEP2"
"57139","RGL3"
"114984","FLYWCH2"
"5446","PON3"
"10054","UBA2"
"4102","MAGEA3"
"2634","GBP2"
"3356","HTR2A"
"58491","ZNF71"
"27109","ATP5S"
"283635","FAM177A1"
"1411","CRYBA1"
"400745","SH2D5"
"140809","SRXN1"
"55891","LENEP"
"1915","EEF1A1"
"22914","KLRK1"
"90161","HS6ST2"
"79635","CCDC121"
"340543","TCEAL5"
"51699","VPS29"
"126282","TNFAIP8L1"
"114932","MRFAP1L1"
"56342","PPAN"
"92797","HELB"
"202459","OSTCP1"
"133584","EGFLAM"
"153684","LOC153684"
"55766","H2AFJ"
"3012","HIST1H2AE"
"869","CBLN1"
"144321","GLIPR1L2"
"5644","PRSS1"
"8945","BTRC"
"1647","GADD45A"
"678","ZFP36L2"
"124801","LSM12"
"199704","ZNF585A"
"6102","RP2"
"10166","SLC25A15"
"84224","NBPF3"
"79892","MCMBP"
"91544","UBXN11"
"9950","GOLGA5"
"85236","HIST1H2BK"
"7581","ZNF33A"
"4867","NPHP1"
"10625","IVNS1ABP"
"55703","POLR3B"
"8843","HCAR3"
"119559","SFXN4"
"50487","PLA2G3"
"374355","CCDC172"
"5810","RAD1"
"6205","RPS11"
"79763","ISOC2"
"3008","HIST1H1E"
"6415","SELENOW"
"161142","FAM71D"
"2615","LRRC32"
"25984","KRT23"
"405754","ERVFRD-1"
"9909","DENND4B"
"387707","CC2D2B"
"80007","C10orf88"
"4821","NKX2-2"
"6047","RNF4"
"9698","PUM1"
"3109","HLA-DMB"
"283238","SLC22A24"
"152195","NUDT16P1"
"5095","PCCA"
"83259","PCDH11Y"
"2762","GMDS"
"2078","ERG"
"84942","WDR73"
"219431","OR4S2"
"116113","FOXP4"
"152663","RPL7AP27"
"665","BNIP3L"
"390191","OR5B12"
"341277","OVCH2"
"151313","FAHD2B"
"245911","DEFB108B"
"389400","GFRAL"
"10067","SCAMP3"
"245973","ATP6V1C2"
"27309","ZNF330"
"6046","BRD2"
"203547","VMA21"
"374897","SBSN"
"11257","TP53TG1"
"64761","PARP12"
"56137","PCDHA12"
"9263","STK17A"
"2035","EPB41"
"944","TNFSF8"
"284293","HMSD"
"65258","MPPE1"
"10956","OS9"
"1455","CSNK1G2"
"1022","CDK7"
"283971","CLEC18C"
"26595","OR8B2"
"3280","HES1"
"118491","CFAP70"
"402682","UFSP1"
"84548","TMEM185A"
"5236","PGM1"
"22919","MAPRE1"
"1775","DNASE1L2"
"25843","MOB4"
"7177","TPSAB1"
"93349","SP140L"
"11077","HSF2BP"
"3720","JARID2"
"253558","LCLAT1"
"341799","OR6S1"
"51103","NDUFAF1"
"496","ATP4B"
"3059","HCLS1"
"889","KRIT1"
"8825","LIN7A"
"255631","COL24A1"
"147166","TRIM16L"
"9073","CLDN8"
"728577","CNTNAP3B"
"249","ALPL"
"9374","PPT2"
"57190","SELENON"
"114134","SLC2A13"
"160728","SLC5A8"
"57449","PLEKHG5"
"5520","PPP2R2A"
"60496","AASDHPPT"
"200312","RNF215"
"55147","RBM23"
"1040","CDS1"
"23281","MTUS2"
"5650","KLK7"
"2709","GJB5"
"113026","PLCD3"
"2658","GDF2"
"81168","OR8J3"
"222389","BEND7"
"10240","MRPS31"
"7044","LEFTY2"
"119679","OR52J3"
"79600","TCTN1"
"23295","MGRN1"
"126074","SWSAP1"
"51021","MRPS16"
"445372","TRIM6-TRIM34"
"133121","ENPP6"
"8555","CDC14B"
"883","KYAT1"
"51099","ABHD5"
"779","CACNA1S"
"5745","PTH1R"
"25943","C20orf194"
"285464","CRIPAK"
"387758","FIBIN"
"400073","C12orf76"
"55613","MTMR8"
"23054","NCOA6"
"28954","REM1"
"283150","FOXR1"
"5731","PTGER1"
"6795","AURKC"
"56616","DIABLO"
"23195","MDN1"
"3381","IBSP"
"5099","PCDH7"
"80835","TAS1R1"
"54439","RBM27"
"55890","GPRC5C"
"51659","GINS2"
"493911","PHOSPHO2"
"504191","OR9G9"
"256815","C10orf67"
"6692","SPINT1"
"375612","LHFPL3"
"126133","ALDH16A1"
"8623","ASMTL"
"4225","MEP1B"
"4799","NFX1"
"79009","DDX50"
"1903","S1PR3"
"608","TNFRSF17"
"60484","HAPLN2"
"3656","IRAK2"
"79047","KCTD15"
"23341","DNAJC16"
"6737","TRIM21"
"221037","JMJD1C"
"10479","SLC9A6"
"125893","ZNF816"
"4237","MFAP2"
"199720","GGN"
"221895","JAZF1"
"55199","FAM86C1"
"860","RUNX2"
"407977","TNFSF12-TNFSF13"
"25823","TPSG1"
"22888","UBOX5"
"1877","E4F1"
"57403","RAB22A"
"114990","VASN"
"9725","TMEM63A"
"100101629","GAGE8"
"11180","WDR6"
"57556","SEMA6A"
"341276","OR10A2"
"146822","CDRT15"
"948","CD36"
"5064","PALM"
"90861","JPT2"
"90874","ZNF697"
"26683","OR4F3"
"2537","IFI6"
"54433","GAR1"
"57710","KIAA1614"
"140576","S100A16"
"2313","FLI1"
"147183","KRT25"
"55527","FEM1A"
"1462","VCAN"
