"SYMBOL","ENTREZID"
"PXDN","7837"
"PXDNL","137902"
"PXK","54899"
"PXMP2","5827"
"PXMP3",NA
"PXMP4","11264"
"PXN","5829"
"PXT1","222659"
"PYCARD","29108"
"PYCR1","5831"
"PYCR2","29920"
"PYCRL",NA
"PYDC1","260434"
"PYGB","5834"
"PYGL","5836"
"PYGM","5837"
"PYGO1","26108"
"PYGO2","90780"
"PYHIN1","149628"
"PYY","5697"
"PYY2","23615"
"PZP","5858"
"QARS","5859"
"QDPR","5860"
"QIL1",NA
"QKI","9444"
"QPCT","25797"
"QPCTL","54814"
"QPRT","23475"
"QRICH1","54870"
"QRICH2","84074"
"QRSL1","55278"
"QSCN6",NA
"QSCN6L1",NA
"QSER1","79832"
"QTRT1","81890"
"QTRTD1",NA
"R3HCC1","203069"
"R3HDM1","23518"
"R3HDM2","22864"
"R3HDML","140902"
"R9AP",NA
"RAB10","10890"
"RAB11A","8766"
"RAB11B","9230"
"RAB11FIP1","80223"
"RAB11FIP2","22841"
"RAB11FIP3","9727"
"RAB11FIP4","84440"
"RAB11FIP5","26056"
"RAB12","201475"
"RAB13","5872"
"RAB14","51552"
"RAB15","376267"
"RAB17","64284"
"RAB18","22931"
"RAB1A","5861"
"RAB1B","81876"
"rab1c",NA
"RAB2",NA
"RAB20","55647"
"RAB21","23011"
"RAB22A","57403"
"RAB23","51715"
"RAB24","53917"
"RAB25","57111"
"RAB26","25837"
"RAB27A","5873"
"RAB27B","5874"
"RAB28","9364"
"RAB2B","84932"
"RAB30","27314"
"RAB31","11031"
"RAB32","10981"
"RAB33A","9363"
"RAB33B","83452"
"RAB34","83871"
"RAB35","11021"
"RAB36","9609"
"RAB37","326624"
"RAB38","23682"
"RAB39",NA
"RAB39B","116442"
"RAB3A","5864"
"RAB3B","5865"
"RAB3C","115827"
"RAB3D","9545"
"RAB3GAP1","22930"
"RAB3GAP2","25782"
"RAB3IL1","5866"
"RAB3IP","117177"
"RAB40A","142684"
"RAB40B","10966"
"RAB40C","57799"
"RAB41","347517"
"RAB42","115273"
"RAB42P",NA
"RAB43","339122"
"RAB43P",NA
"RAB4A","5867"
"RAB4B","53916"
"RAB5A","5868"
"RAB5B","5869"
"RAB5C","5878"
"RAB6A","5870"
"RAB6B","51560"
"RAB6C","84084"
"RAB6IP1",NA
"RAB6IP2",NA
"RAB7",NA
"RAB7B","338382"
"RAB7L1",NA
"RAB8A","4218"
"RAB8B","51762"
"RAB9A","9367"
"RAB9B","51209"
"RAB9P1",NA
"RABAC1","10567"
"RABEP1","9135"
"RABEP2","79874"
"RABEPK","10244"
"RABGAP1","23637"
"RABGAP1L","9910"
"RABGEF1","27342"
"RABGGTA","5875"
"RABGGTB","5876"
"RABIF","5877"
"RABL2A","11159"
"RABL2B","11158"
"RABL3","285282"
"RABL4",NA
"RABL5",NA
"RAC1","5879"
"RAC1P4","286472"
"RAC2","5880"
"RAC3","5881"
"RACGAP1","29127"
"RACGAP1P","83956"
"RAD1","5810"
"RAD17","5884"
"RAD18","56852"
"RAD21","5885"
"RAD23A","5886"
"RAD23B","5887"
"RAD50","10111"
"RAD51","5888"
"RAD51AP1","10635"
"RAD51C","5889"
"RAD51L1",NA
"RAD51L3",NA
"RAD52","5893"
"RAD54B","25788"
"RAD54L","8438"
"RAD54L2","23132"
"RAD9A","5883"
"RAD9B","144715"
"RAE1","8480"
"RAET1E","135250"
"RAET1K","646024"
"RAET1L","154064"
"RAF1","5894"
"RAFTLIN",NA
"RAG1","5896"
"RAG1AP1",NA
"RAG2","5897"
"RAGE",NA
"RAI1","10743"
"RAI14","26064"
"RAI16",NA
"RAI17",NA
"RAI2","10742"
"RALA","5898"
"RALB","5899"
"RALBP1","10928"
"RALGDS","5900"
"RALGPS1","9649"
"RALGPS2","55103"
"RALY","22913"
"RAMP1","10267"
"RAMP2","10266"
"RAMP3","10268"
"RAN","5901"
"RANBP1","5902"
"RANBP10","57610"
"RANBP17","64901"
"RANBP2","5903"
"RANBP3","8498"
"RANBP5",NA
"RANBP6","26953"
"RANBP9","10048"
"RANGAP1","5905"
"RANGNRF",NA
"RAP1A","5906"
"RAP1B","5908"
"RAP1GA1",NA
"RAP1GDS1","5910"
"RAP2A","5911"
"RAP2B","5912"
"RAP2C","57826"
"RAP80",NA
"RAPGEF1","2889"
"RAPGEF2","9693"
"RAPGEF3","10411"
"RAPGEF4","11069"
"RAPGEF5","9771"
"RAPGEF6","51735"
"RAPGEFL1","51195"
"RAPH1","65059"
"RAPSN","5913"
"raptor",NA
"RARA","5914"
"RARB","5915"
"RARG","5916"
"RARRES1","5918"
"RARRES2","5919"
"RARRES3","5920"
"RARS","5917"
"RARSL",NA
"RASA1","5921"
"RASA2","5922"
"RASA3","22821"
"RASA4","10156"
"RASAL1","8437"
"RASAL2","9462"
"RASD1","51655"
"RASD2","23551"
"RASEF","158158"
"RASGEF1A","221002"
"RASGEF1B","153020"
"RASGEF1C","255426"
"RASGRF1","5923"
"RASGRF2","5924"
"RASGRP1","10125"
"RASGRP2","10235"
"RASGRP3","25780"
"RASGRP4","115727"
"RASIP1","54922"
"RASL10B","91608"
"RASL11A","387496"
"RASL11B","65997"
"RASL12","51285"
"RASSF1","11186"
"RASSF2","9770"
"RASSF3","283349"
"RASSF4","83937"
"RASSF5","83593"
"RASSF6","166824"
"RASSF7","8045"
"RASSF8","11228"
"RAVER1","125950"
"RAVER2","55225"
"RAX","30062"
"RAXL1",NA
"RAXLX",NA
"RB1","5925"
"RB1CC1","9821"
"RBAK","57786"
"RBBP4","5928"
"RBBP5","5929"
"RBBP6","5930"
"RBBP7","5931"
"RBBP8","5932"
"RBBP9","10741"
"RBED1",NA
"RBJ",NA
"RBKS","64080"
"RBL1","5933"
"RBL2","5934"
"RBM10","8241"
"RBM11","54033"
"RBM12","10137"
"RBM12B","389677"
"RBM13",NA
"RBM14","10432"
"RBM15","64783"
"RBM15B","29890"
"RBM16",NA
"RBM17","84991"
"RBM18","92400"
"RBM19","9904"
"RBM20","282996"
"RBM21",NA
"RBM22","55696"
"RBM23","55147"
"RBM24","221662"
"RBM25","58517"
"RBM27","54439"
"RBM28","55131"
"RBM3","5935"
"RBM33","155435"
"RBM34","23029"
"RBM35A",NA
"RBM35B",NA
"RBM4","5936"
"RBM4B","83759"
"RBM5","10181"
"RBM6","10180"
"RBM7","10179"
"RBM8A","9939"
"RBM9",NA
"RBMS1","5937"
"RBMS2","5939"
"RBMS3","27303"
"RBMX","27316"
"RBMX2","51634"
"RBMY1A1","5940"
"RBMY1A3P","286557"
"RBMY1B","378948"
"RBMY1D","378949"
"RBMY1E","378950"
"RBMY1F","159163"
"RBMY1J","378951"
"RBMY2EP","159125"
"RBMY2FP","159162"
"RBMY3AP","64593"
"RBP1","5947"
"RBP2","5948"
"RBP3","5949"
"RBP4","5950"
"RBP5","83758"
"RBP7","116362"
"RBPMS","11030"
"RBPMS2","348093"
"RBPSUH",NA
"RBPSUHL",NA
"RBX1","9978"
"RC3H1","149041"
"RC74",NA
"RCBTB1","55213"
"RCBTB2","1102"
"RCC1","1104"
"RCC2","55920"
"RCCD1","91433"
"RCD-8",NA
"RCE1","9986"
"RCHY1","25898"
"RCL1","10171"
"RCN1","5954"
"RCN2","5955"
"RCN3","57333"
"RCOR1","23186"
"RCOR2","283248"
"RCOR3","55758"
"RCP9",NA
"RCSD1","92241"
"RCV1",NA
"RDBP",NA
"RDH10","157506"
"RDH11","51109"
"RDH12","145226"
"RDH13","112724"
"RDH14","57665"
"RDH16","8608"
"RDH5","5959"
"RDH8","50700"
"RDHE2",NA
"RDM1","201299"
"RDS",NA
"RDX","5962"
"REC8L1",NA
"RECK","8434"
"RECQL","5965"
"RECQL4","9401"
"RECQL5","9400"
"REEP1","65055"
"REEP2","51308"
"REEP3","221035"
"REEP4","80346"
"REEP5","7905"
"REEP6","92840"
"REG1A","5967"
"REG1B","5968"
"REG3A","5068"
"REG3G","130120"
"REG4","83998"
"REGL",NA
"REL","5966"
"RELA","5970"
"RELB","5971"
"RELN","5649"
"REM1","28954"
"REM2","161253"
"REN","5972"
"RENBP","5973"
"REP15","387849"
"REPIN1","29803"
"REPS1","85021"
"REPS2","9185"
"RER1","11079"
"RERE","473"
"RERG","85004"
"RESP18","389075"
"REST","5978"
"RET","5979"
"RETN","56729"
"RETNLB","84666"
"RetSat",NA
"REV1L",NA
"REV3L","5980"
"REXO1","57455"
"REXO1L1",NA
"REXO1L2P","100288527"
"REXO1L3P","441359"
"REXO1L4P","653042"
"REXO1L5P","107986879"
"REXO1L6P","441362"
"REXO1L7P",NA
"REXO2","25996"
"REXO4","57109"
"RFC1","5981"
"RFC2","5982"
"RFC3","5983"
"RFC4","5984"
"RFC5","5985"
"RFFL","117584"
"RFK","55312"
"RFNG","5986"
"RFP",NA
"RFP2",NA
"RFP2OS",NA
"RFPL1","5988"
"RFPL1S","10740"
"RFPL2","10739"
"RFPL3","10738"
"RFPL3S","10737"
"RFT1","91869"
"RFWD2","64326"
"RFWD3","55159"
"RFX1","5989"
"RFX2","5990"
"RFX3","5991"
"RFX4","5992"
"RFX5","5993"
"RFXANK","8625"
"RFXAP","5994"
"RFXDC1",NA
"RFXDC2",NA
"Rg9mtd1",NA
"RG9MTD2",NA
"RG9MTD3",NA
"RGAG1",NA
"RGAG4",NA
"RGC32",NA
"RGL1","23179"
"RGL2","5863"
"RGL3","57139"
"RGMA","56963"
"RGMB","285704"
"RGN","9104"
"RGNEF",NA
"RGPD1","400966"
"RGPD4","285190"
"RGPD5","84220"
"RGPD8","727851"
"Rgr",NA
"RGS1","5996"
"RGS10","6001"
"RGS11","8786"
"RGS12","6002"
"RGS13","6003"
"RGS14","10636"
"RGS16","6004"
"RGS17","26575"
"RGS18","64407"
"RGS19","10287"
"RGS2","5997"
"RGS20","8601"
"RGS22","26166"
"RGS3","5998"
"RGS4","5999"
"RGS5","8490"
"RGS6","9628"
"RGS7","6000"
"RGS8","85397"
"RGS9","8787"
"RGS9BP","388531"
"RGSL1","353299"
"RGSL2",NA
"RHAG","6005"
"RHBDD1","84236"
"RHBDD2","57414"
"RHBDD3","25807"
"RHBDF1","64285"
"RHBDF2","79651"
"RHBDL1","9028"
"RHBDL2","54933"
"RHBDL3","162494"
"RHBG","57127"
"RHCE","6006"
"RHCG","51458"
"RHD","6007"
"RHEB","6009"
"RHEBL1","121268"
"RHO","6010"
"RHOA","387"
"RHOB","388"
"RHOBTB1","9886"
"RHOBTB2","23221"
"RHOBTB3","22836"
"RHOC","389"
"RHOD","29984"
"RHOF","54509"
"RHOG","391"
"RHOH","399"
"RHOJ","57381"
"RHOQ","23433"
"RHOT1","55288"
"RHOT2","89941"
"RHOU","58480"
"RHOV","171177"
"RHPN1","114822"
"RHPN2","85415"
"RIBC1","158787"
"RIBC2","26150"
"RIC3","79608"
"RIC8A","60626"
"RIC8B","55188"
"RICS",NA
"RICTOR","253260"
"RIF1","55183"
"RIG",NA
"RILP","83547"
"RIMBP2","23504"
"RIMS1","22999"
"RIMS2","9699"
"RIMS3","9783"
"RIMS4","140730"
"RIN1","9610"
"RIN2","54453"
"RIN3","79890"
"RING1","6015"
"RINT-1",NA
"RIOK1","83732"
"RIOK2","55781"
"RIOK3","8780"
"RIP",NA
"RIPK1","8737"
"RIPK2","8767"
"RIPK3","11035"
"RIPK4","54101"
"RIPK5",NA
"RIS1",NA
"RIT1","6016"
"RIT2","6014"
"RKHD1",NA
"RKHD2",NA
"RKHD3",NA
"RLBP1","6017"
"RLF","6018"
"RLN1","6013"
"RLN2","6019"
"RLN3","117579"
"RLN3R1",NA
"RLN3R2",NA
"RLTPR",NA
"RMST","196475"
"RN5S1@","6025"
"RN7SK","125050"
"RNASE1","6035"
"RNASE10","338879"
"RNASE11","122651"
"RNASE2","6036"
"RNASE3","6037"
"RNASE4","6038"
"RNASE6","6039"
"RNASE7","84659"
"RNASE8","122665"
"RNASE9","390443"
"RNASEH1","246243"
"RNASEH1P2","390766"
"RNASEH2A","10535"
"RNASEL","6041"
"RNASEN",NA
"RNASET2","8635"
"RND1","27289"
"RND2","8153"
"RND3","390"
"RNF10","9921"
"RNF103","7844"
"RNF11","26994"
"RNF111","54778"
"RNF113A","7737"
"RNF113B","140432"
"RNF12",NA
"RNF121","55298"
"RNF122","79845"
"RNF123","63891"
"RNF125","54941"
"RNF126","55658"
"RNF126P1","376412"
"RNF128","79589"
"RNF13","11342"
"RNF130","55819"
"RNF133","168433"
"RNF135","84282"
"RNF138","51444"
"RNF138P1","379013"
"RNF139","11236"
"RNF14","9604"
"RNF141","50862"
"RNF144",NA
"RNF146","81847"
"RNF148","378925"
"RNF149","284996"
"RNF150","57484"
"RNF151","146310"
"RNF152","220441"
"RNF157","114804"
"RNF166","115992"
"RNF167","26001"
"RNF168","165918"
"RNF169","254225"
"RNF17","56163"
"RNF170","81790"
"RNF175","285533"
"RNF180","285671"
"RNF182","221687"
"RNF183","138065"
"RNF185","91445"
"RNF186","54546"
"RNF187","149603"
"RNF19",NA
"RNF190",NA
"RNF2","6045"
"RNF20","56254"
"RNF24","11237"
"RNF25","64320"
"RNF26","79102"
"RNF31","55072"
"RNF32","140545"
"RNF34","80196"
"RNF36",NA
"RNF38","152006"
"RNF39","80352"
"RNF4","6047"
"RNF40","9810"
"RNF41","10193"
"RNF43","54894"
"RNF44","22838"
"RNF5","6048"
"RNF5P1","286140"
"RNF6","6049"
"RNF7","9616"
"RNF8","9025"
"RNGTT","8732"
"RNH1","6050"
"RNMT","8731"
"RNMTL1",NA
"RNPC1",NA
"RNPC2",NA
"RNPC3","55599"
"RNPEP","6051"
"RNPEPL1","57140"
"RNPS1","10921"
"RNR2","4550"
"RNU101A",NA
"RNU101B",NA
"RNU107",NA
"RNU108",NA
"RNU12","267010"
"RNU13P1",NA
"RNU13P2",NA
"RNU13P3",NA
"RNU14",NA
"RNU14B",NA
"RNU15A",NA
"RNU15B",NA
"RNU17A",NA
"RNU17D",NA
"RNU19",NA
"RNU2",NA
"RNU20",NA
"RNU21",NA
"RNU22",NA
"RNU24",NA
"RNU2B",NA
"RNU3",NA
"RNU32",NA
"RNU33",NA
"RNU34",NA
"RNU35",NA
"RNU35B",NA
"RNU36A",NA
"RNU36B",NA
"RNU36C",NA
"RNU38A",NA
"RNU38B",NA
"RNU39",NA
"RNU3IP2",NA
"RNU40",NA
"RNU41",NA
"RNU42A",NA
"RNU42B",NA
"RNU43",NA
"RNU44",NA
"RNU45A",NA
"RNU45B",NA
"RNU46",NA
"RNU47",NA
"RNU48",NA
"RNU49",NA
"RNU4A",NA
"RNU4B1",NA
"RNU50",NA
"RNU51",NA
"RNU52",NA
"RNU53",NA
"RNU54",NA
"RNU55",NA
"RNU56",NA
"RNU56B",NA
"RNU57",NA
"RNU58A",NA
"RNU59",NA
"RNU5A",NA
"RNU5B",NA
"RNU5C",NA
"RNU5D",NA
"RNU5E",NA
"RNU5F",NA
"RNU60",NA
"RNU61",NA
"RNU62",NA
"RNU63",NA
"RNU64",NA
"RNU65",NA
"RNU66",NA
"RNU67",NA
"RNU68",NA
"RNU69",NA
"RNU6B",NA
"RNU6C",NA
"RNU70",NA
"RNU71A",NA
"RNU71B",NA
"RNU72",NA
"RNU73",NA
"RNU83A",NA
"RNU83B",NA
"RNU86",NA
"RNUT1",NA
"RNUXA",NA
"RNY5","6090"
"ROBO1","6091"
"ROBO2","6092"
"ROBO3","64221"
"ROBO4","54538"
"ROCK1","6093"
"ROCK2","9475"
"ROD1",NA
"ROM1","6094"
"ROPN1","54763"
"ROPN1B","152015"
"ROPN1L","83853"
"ROR1","4919"
"ROR2","4920"
"RORA","6095"
"RORB","6096"
"RORC","6097"
"ROS1","6098"
"RP1","6101"
"RP1-112K5.2",NA
"RP1-127L4.6",NA
"RP1-14N1.3",NA
"RP1-153G14.3",NA
"RP1-172B20.3",NA
"RP1-199H16.1",NA
"RP1-286D6.4",NA
"RP1-29C18.7",NA
"RP1-303F19.1",NA
"RP1-32F7.2",NA
"RP1-57A13.2",NA
"RP1-93H18.5",NA
"RP11-109G10.3",NA
"RP11-119E20.1",NA
"RP11-125A7.3",NA
"RP11-130N24.1",NA
"RP11-133N1.2",NA
"RP11-138L21.1",NA
"RP11-139H14.4",NA
"RP11-13E5.1",NA
"RP11-142I17.1",NA
"RP11-144G6.7",NA
"RP11-145H9.1",NA
"RP11-146D12.2",NA
"RP11-151A6.2",NA
"RP11-160N1.10",NA
"RP11-162I21.1",NA
"RP11-165H20.1",NA
"RP11-167P23.2",NA
"RP11-169K16.3",NA
"RP11-175D17.5",NA
"RP11-193G17.1",NA
"RP11-196G18.6",NA
"RP11-217H1.1",NA
"RP11-218C14.6",NA
"RP11-219C24.1",NA
"RP11-219C24.3",NA
"RP11-219C24.4",NA
"RP11-223F20.1",NA
"RP11-262D11.5",NA
"RP11-269F19.9",NA
"RP11-278E11.2",NA
"RP11-282A11.1",NA
"RP11-288G11.5",NA
"RP11-291L22.2",NA
"RP11-298P3.3",NA
"RP11-301I17.1",NA
"RP11-308B5.5",NA
"RP11-311P8.3",NA
"RP11-321G1.1",NA
"RP11-321G1.2",NA
"RP11-323H21.4",NA
"RP11-327P2.4",NA
"RP11-343N15.3",NA
"RP11-348A7.4",NA
"RP11-350O14.10",NA
"RP11-35F15.2",NA
"RP11-35N6.1",NA
"RP11-365K22.1",NA
"RP11-366E13.1",NA
"RP11-366N18.1",NA
"RP11-367C11.1",NA
"RP11-378J18.4",NA
"RP11-38L15.1",NA
"RP11-38O23.2",NA
"RP11-393H10.2",NA
"RP11-403E24.2",NA
"RP11-410N8.4",NA
"RP11-430N14.1",NA
"RP11-431O22.2",NA
"RP11-444E17.2",NA
"RP11-444E17.5",NA
"RP11-450P7.3",NA
"RP11-45J16.2",NA
"RP11-460E7.3",NA
"RP11-474O21.1",NA
"RP11-479E16.1",NA
"RP11-483I13.1",NA
"RP11-484I6.3",NA
"RP11-487F23.3",NA
"RP11-493K23.2",NA
"RP11-495K23.1",NA
"RP11-49G10.8",NA
"RP11-506K6.3",NA
"RP11-50D16.3",NA
"RP11-524I9.3",NA
"RP11-529I10.4",NA
"RP11-535K18.3",NA
"RP11-54H7.1",NA
"RP11-561O23.3",NA
"RP11-56A21.1",NA
"RP11-5G9.1",NA
"RP11-647M7.1",NA
"RP11-69O16.1",NA
"RP11-78J21.1",NA
"RP11-82K18.3",NA
"RP11-87M18.1",NA
"RP11-93B10.1",NA
"RP11-93B14.6",NA
"RP11-98F14.6",NA
"RP13-102H20.1",NA
"RP13-11B7.1",NA
"RP13-137A17.2",NA
"RP13-153N15.1",NA
"RP13-15M17.2",NA
"RP13-297E16.1",NA
"RP13-347D8.3",NA
"RP13-360B22.2",NA
"RP13-36C9.1",NA
"RP13-383K5.1",NA
"RP13-383K5.2",NA
"RP1L1","94137"
"RP2","6102"
"RP3-340N1.3",NA
"RP3-355C18.2",NA
"RP3-365I19.1",NA
"RP3-366L4.2",NA
"RP3-377H14.5",NA
"RP3-398D13.1",NA
"RP3-402G11.12",NA
"RP3-402G11.5",NA
"RP3-405J24.3",NA
"RP3-452H17.2",NA
"RP3-473B4.1",NA
"RP3-474I12.5",NA
"RP3-477H23.1",NA
"RP3-509I19.5",NA
"RP3-510O8.5",NA
"RP4-621O15.2",NA
"RP4-662A9.2",NA
"RP4-691N24.1",NA
"RP4-691N24.2",NA
"RP4-692D3.1",NA
"RP4-694E4.2",NA
"RP4-724E16.2",NA
"RP4-734G22.2",NA
"RP4-742C19.3",NA
"RP4-747L4.3",NA
"RP4-753D5.2",NA
"RP4-756G23.1",NA
"RP5-1022P6.2",NA
"RP5-1054A22.3",NA
"RP5-1065J22.5",NA
"RP5-1077B9.4",NA
"RP5-1104E15.5",NA
"RP5-1119A7.4",NA
"RP5-1153D9.3",NA
"RP5-821D11.2",NA
"RP5-860F19.3",NA
"RP5-875H10.1",NA
"RP5-998N21.6",NA
"RP6-166C19.1",NA
"RP6-213H19.1",NA
"RP6-213H19.2",NA
"RP9","6100"
"RPA1","6117"
"RPA2","6118"
"RPA3","6119"
"RPA4","29935"
"RPAP1","26015"
"RPE","6120"
"RPE65","6121"
"RPESP",NA
"RPGR","6103"
"RPGRIP1","57096"
"RPH3A","22895"
"RPH3AL","9501"
"RPIA","22934"
"RPIB9",NA
"RPIP8",NA
"RPL10","6134"
"RPL10A","4736"
"RPL10L","140801"
"RPL11","6135"
"RPL12","6136"
"RPL12P6","440176"
"RPL13","6137"
"RPL13A","23521"
"RPL14","9045"
"RPL14L",NA
"RPL15","6138"
"RPL17","6139"
"RPL18","6141"
"RPL18A","6142"
"RPL19","6143"
"RPL21","6144"
"RPL22","6146"
"RPL22L1","200916"
"RPL23","9349"
"RPL23A","6147"
"RPL23AP13",NA
"RPL23AP9",NA
"RPL24","6152"
"RPL26","6154"
"RPL26L1","51121"
"RPL27","6155"
"RPL27A","6157"
"RPL28","6158"
"RPL29","6159"
"RPL29P2","118432"
"RPL3","6122"
"RPL30","6156"
"RPL31","6160"
"RPL31P4","729646"
"RPL31P8","253013"
"RPL32","6161"
"RPL34","6164"
"RPL35","11224"
"RPL35A","6165"
"RPL36","25873"
"RPL36A","6173"
"RPL36AL","6166"
"RPL37","6167"
"RPL37A","6168"
"RPL37P6","346950"
"RPL38","6169"
"RPL39","6170"
"RPL39L","116832"
"RPL3L","6123"
"RPL4","6124"
"RPL41","6171"
"RPL41L",NA
"RPL5","6125"
"RPL6","6128"
"RPL7","6129"
"RPL7A","6130"
"RPL7AP8","340749"
"RPL7L1","285855"
"RPL7P6","90193"
"RPL8","6132"
"RPL9","6133"
"RPLP0","6175"
"RPLP0-like",NA
"RPLP0P2","113157"
"RPLP1","6176"
"RPLP2","6181"
"RPN1","6184"
"RPN2","6185"
"RPP14","11102"
"RPP21","79897"
"RPP25","54913"
"RPP30","10556"
"RPP38","10557"
"RPP40","10799"
"RPPH1","85495"
"RPRC1",NA
"RPRM","56475"
"RPRML","388394"
"RPS10","6204"
"RPS10P3","158104"
"RPS11","6205"
"RPS12","6206"
"RPS13","6207"
"RPS14","6208"
"RPS15","6209"
"RPS15A","6210"
"RPS16","6217"
"RPS17","6218"
"RPS18","6222"
"RPS19","6223"
"RPS19BP1","91582"
"RPS2","6187"
"RPS20","6224"
"RPS21","6227"
"RPS23","6228"
"RPS24","6229"
"RPS25","6230"
"RPS26","6231"
"RPS26e",NA
"RPS26L",NA
"RPS26P10","401470"
"RPS26P6","392256"
"RPS27","6232"
"RPS27A","6233"
"RPS27L","51065"
"RPS27P4","389112"
"RPS28","6234"
"RPS29","6235"
"RPS2P6","342808"
"RPS3","6188"
"RPS3A","6189"
"RPS3AP6","145767"
"RPS4X","6191"
"RPS4Y1","6192"
"RPS4Y2","140032"
"RPS5","6193"
"RPS6","6194"
"RPS6KA1","6195"
"RPS6KA2","6196"
"RPS6KA3","6197"
"RPS6KA4","8986"
"RPS6KA5","9252"
"RPS6KA6","27330"
"RPS6KB1","6198"
"RPS6KB2","6199"
"RPS6KC1","26750"
"RPS6KL1","83694"
"RPS6P1","440086"
"RPS7","6201"
"RPS7P1","388363"
"RPS8","6202"
"RPS9","6203"
"RPSA","3921"
"RPSAP10","401638"
"RPSAP15","220885"
"RPTN","126638"
"RPUSD1","113000"
"RPUSD2","27079"
"RPUSD3","285367"
"RPUSD4","84881"
"RQCD1",NA
"RRAD","6236"
"RRAGA","10670"
"RRAGB","10325"
"RRAGC","64121"
"RRAGD","58528"
"RRAS","6237"
"RRAS2","22800"
"RRBP1","6238"
"RREB1","6239"
"RRH","10692"
"RRM1","6240"
"RRM2","6241"
"RRM2B","50484"
"RRN3","54700"
"RRP22",NA
"RRS1","23212"
"RS1","6247"
"RSAD1","55316"
"RSAD2","91543"
"RSAFD1",NA
"RSBN1","54665"
"RSBN1L","222194"
"RSC1A1","6248"
"RSHL1",NA
"RSHL2",NA
"RSHL3",NA
"RSL1D1","26156"
"RSN",NA
"RSNL2",NA
"RSPO1","284654"
"RSPO2","340419"
"RSPO3","84870"
"RSPO4","343637"
"RSPRY1","89970"
"RSRC1","51319"
"RSU1","6251"
"RTBDN","83546"
"RTCD1",NA
"RTDR1",NA
"RTEL1","51750"
"RTF1","23168"
"RTKN","6242"
"RTN1","6252"
"RTN2","6253"
"RTN3","10313"
"RTN4","57142"
"RTN4IP1","84816"
"RTN4R","65078"
"RTN4RL1","146760"
"RTN4RL2","349667"
"RTP1","132112"
"RTP2","344892"
"RTP3","83597"
"RTP4","64108"
"RTTN","25914"
"RUFY1","80230"
"RUFY2","55680"
"RUFY3","22902"
"RUNDC1","146923"
"RUNDC2A",NA
"RUNX1","861"
"RUNX1T1","862"
"RUNX2","860"
"RUNX3","864"
"RUSC1","23623"
"RUSC2","9853"
"RUTBC1",NA
"RUTBC2",NA
"RUTBC3",NA
"RUVBL1","8607"
"RUVBL2","10856"
"RWDD1","51389"
"RWDD2",NA
"RWDD3","25950"
"RWDD4A",NA
"RXRA","6256"
"RXRB","6257"
"RXRG","6258"
"RY1",NA
"RYBP","23429"
"RYK","6259"
"RYR1","6261"
"RYR2","6262"
"RYR3","6263"
"S100A1","6271"
"S100A10","6281"
"S100A11","6282"
"S100A12","6283"
"S100A13","6284"
"S100A14","57402"
"S100A16","140576"
"S100A2","6273"
"S100A3","6274"
"S100A4","6275"
"S100A5","6276"
"S100A6","6277"
"S100A7","6278"
"S100A7L1",NA
"S100A8","6279"
"S100A9","6280"
"S100B","6285"
"S100G","795"
"S100P","6286"
"S100PBP","64766"
"S100Z","170591"
"SAA1","6288"
"SAA2","6289"
"SAA3P","6290"
"SAA4","6291"
"SAAL1","113174"
"SAC",NA
"SAC3D1","29901"
"SACM1L","22908"
"SACS","26278"
"SAE1","10055"
"SAFB","6294"
"SAFB2","9667"
"SAG","6295"
"SAGE1","55511"
"SALF",NA
"SALL1","6299"
"SALL2","6297"
"SALL3","27164"
"SALL4","57167"
"SAMD1","90378"
"SAMD10","140700"
"SAMD11","148398"
"SAMD13","148418"
"SAMD14","201191"
"SAMD3","154075"
"SAMD4A","23034"
"SAMD4B","55095"
"SAMD7","344658"
"SAMD8","142891"
"SAMD9","54809"
"SAMD9L","219285"
"SAMHD1","25939"
"SAMM50","25813"
"SAMSN1","64092"
"SANG",NA
"SAP130","79595"
"SAP18","10284"
"SAP30","8819"
"SAP30BP","29115"
"SAPS1",NA
"SAPS2",NA
"SAPS3",NA
"SAR1A","56681"
"SAR1B","51128"
"SAR1P3",NA
"SARDH","1757"
"SARM1","23098"
"SARS","6301"
"SARS2","54938"
"SART1","9092"
"SART2",NA
"SART3","9733"
"SAS10",NA
"SASH1","23328"
"SASS6","163786"
"SAT",NA
"SAT2","112483"
"SATB1","6304"
"SATB2","23314"
"SATL1","340562"
"SAV1","60485"
"SBDS","51119"
"SBDSP",NA
"SBEM",NA
"SBF1","6305"
"SBF2","81846"
"SBK1","388228"
"SBNO1","55206"
"SBP1",NA
"SBSN","374897"
"SC4MOL",NA
"SC5DL",NA
"SC65",NA
"SCAMP1","9522"
"SCAMP2","10066"
"SCAMP3","10067"
"SCAMP4","113178"
"SCAMP5","192683"
"SCAMPER",NA
"SCAND1","51282"
"SCAND2",NA
"SCAP","22937"
"SCAP1",NA
"SCAP2",NA
"SCARA3","51435"
"SCARA5","286133"
"SCARB1","949"
"SCARB2","950"
"SCARF1","8578"
"SCARF2","91179"
"SCC-112",NA
"SCCPDH","51097"
"SCD","6319"
"SCD5","79966"
"SCDR10",NA
"SCEL","8796"
"SCFD1","23256"
"SCFD2","152579"
"SCG2","7857"
"SCG3","29106"
"SCGB1A1","7356"
"SCGB1C1","147199"
"SCGB1D1","10648"
"SCGB1D2","10647"
"SCGB2A1","4246"
"SCGB2A2","4250"
"SCGB3A1","92304"
